178,915,500,1420,1646
179,737,391,1146,1814
180,612,451,1030,1846
181,751,405,1252,1679
182,597,306,1215,1539
183,764,376,1271,1785
184,996,496,1053,1638
185,573,427,1057,1918
186,999,498,1300,1661
187,605,363,1315,1775
188,823,367,1281,1773
189,556,350,1255,1986
190,921,400,1497,1810
191,715,446,1166,1641
192,793,386,1323,1683
193,883,323,1214,1562
194,529,398,1031,1869
195,641,493,1193,1625
196,715,321,1071,1671
197,908,418,1409,1930
198,684,490,1006,1949
199,775,484,1329,1854
200,999,480,1272,1936
201,645,397,1395,1888
202,864,406,1010,1862
203,919,417,1196,1692
204,791,318,1128,1881
205,504,359,1045,1799
206,972,379,1166,1940
207,755,377,1052,1905
208,830,366,1320,1563
209,671,381,1262,1922
210,520,371,1425,1986
211,568,358,1000,1510
212,794,477,1325,1940
213,849,352,1397,1697
214,614,446,1329,1714
215,705,464,1302,1504
216,672,444,1096,1672
217,737,442,1157,1879
218,525,484,1067,1823
219,816,452,1151,1577
220,701,447,1430,1888
221,971,463,1096,1840
222,911,472,1240,1585
223,887,335,1451,1513
224,725,349,1254,1739
225,551,367,1210,1508
226,773,487,1389,1920
227,786,320,1032,1582
228,850,456,1427,1703
229,680,487,1275,1603
230,628,429,1346,1703
231,541,393,1477,1937
232,892,398,1071,1792
233,954,338,1024,1668
234,859,388,1305,1952
235,723,331,1123,1831
236,749,309,1002,1928
237,757,407,1064,1589
238,609,393,1203,1502
239,622,384,1470,1557
240,585,394,1459,1516
241,598,328,1344,1931
242,756,346,1033,1853
243,881,347,1045,1796
244,879,313,1175,1937
245,952,458,1304,1853
246,692,362,1289,1763
247,845,353,1329,1584
248,549,466,1374,1922
249,652,338,1488,1507
250,561,482,1175,1968
251,970,425,1350,1880
252,597,491,1390,1509
253,677,441,1276,1533
254,835,404,1163,1889
255,979,492,1246,1568
256,593,424,1124,1555
257,811,463,1055,1904
258,658,451,1139,1768
259,820,372,1288,1621
260,864,388,1274,1973
261,841,374,1472,1819
262,509,333,1089,1734
263,814,342,1020,1920
264,814,403,1489,1994
265,699,371,1151,1781
266,880,492,1070,1858
267,621,470,1156,1576
268,741,416,1304,1672
269,659,308,1125,1935
270,692,307,1244,1905
271,690,494,1093,1918
272,905,409,1131,1871
273,541,498,1081,1889
274,622,331,1197,1584
275,637,321,1309,1926
276,581,395,1094,1929
277,799,302,1161,1834
278,656,470,1095,1768
279,804,365,1399,1800
280,956,373,1036,1782
281,898,418,1042,1507
282,734,450,1305,1742
283,524,481,1279,1835
284,780,322,1255,1785
285,592,409,1281,1933
286,508,349,1072,1927
287,527,413,1008,1882
288,509,389,1036,1984
289,717,331,1267,1753
290,729,402,1124,1695
291,877,362,1304,1593
292,640,398,1477,1556
293,866,318,1236,1833
294,947,329,1425,1931
295,898,320,1340,1679
296,524,339,1182,1926
297,679,423,1299,1943
298,697,380,1388,1706
299,690,496,1165,1672
300,890,491,1046,1583
301,630,338,1207,1577
302,661,417,1123,1827
303,882,445,1049,1535
304,713,358,1316,1846
305,825,364,1209,1740
306,862,435,1200,1734
307,605,356,1115,1542
308,788,441,1067,1603
309,948,331,1190,1576
310,523,312,1154,1710
311,512,450,1103,1858
312,889,404,1410,1685
313,955,334,1136,1789
314,662,323,1259,1576
315,779,306,1233,1606
316,848,336,1030,1618
317,791,378,1083,1700
318,711,456,1498,1746
319,715,467,1039,1872
320,939,440,1262,1767
321,842,302,1025,1816
322,644,483,1210,1784
323,885,398,1305,1501
324,727,419,1138,1626
325,648,481,1019,1548
326,869,465,1491,1732
327,879,312,1257,1979
328,804,402,1459,1998
329,639,451,1494,1831
330,671,456,1190,1575
331,988,490,1212,1809
332,683,425,1196,1958
333,716,342,1293,1533
334,754,432,1422,1600
335,660,325,1424,1617
336,855,354,1233,1747
337,719,436,1350,1794
338,698,497,1438,1957
339,847,473,1326,1995
340,878,469,1099,1880
341,657,494,1440,1645
342,701,330,1471,1976
343,889,349,1466,1749
344,714,397,1493,1865
345,645,381,1154,1669
346,715,433,1226,1612
347,740,352,1210,1902
348,538,497,1367,1930
349,593,475,1286,1640
350,965,478,1164,1606
351,900,361,1041,1756
352,608,472,1285,1993
353,871,349,1349,1706
354,553,324,1018,1823
355,830,393,1269,1980
356,995,328,1409,1635
357,937,337,1463,1526
358,683,494,1084,1772
359,577,455,1451,1593
360,727,376,1403,1581
361,928,419,1149,1604
362,773,443,1348,1676
363,743,398,1124,1719
364,950,307,1350,1505
365,605,313,1087,1977
366,781,366,1487,1864
367,971,477,1366,1568
368,982,429,1096,1626
369,996,371,1498,1602
370,864,470,1103,1767
371,680,332,1441,1872
372,628,329,1148,1777
373,828,463,1210,1684
374,517,375,1267,1558
375,691,329,1415,1955
376,969,386,1039,1571
377,879,465,1379,1859
378,939,397,1260,1603
379,930,414,1139,1873
380,907,388,1487,1516
381,942,316,1152,1518
382,856,398,1042,1720
383,653,341,1231,1741
384,566,491,1395,1726
385,642,373,1122,1783
386,576,385,1041,1928
387,652,464,1197,1524
388,906,479,1115,1852
389,819,308,1147,1874
390,692,485,1110,1709
391,843,379,1166,1574
392,821,419,1351,1977
393,971,342,1422,1629
394,500,460,1373,1934
395,507,369,1389,1749
396,847,456,1347,1642
397,512,350,1064,1988
398,722,413,1018,1513
399,528,307,1297,1706
400,866,494,1118,1688
401,693,441,1109,1661
402,616,476,1133,1763
403,906,461,1211,1579
404,806,426,1171,1716
405,836,363,1018,1664
406,837,324,1406,1857
407,925,461,1423,1521
408,605,430,1123,1581
409,749,320,1278,1691
410,626,444,1456,1645
411,522,481,1485,1755
412,641,307,1481,1580
413,586,488,1152,1879
414,727,342,1283,1694
415,754,425,1446,1745
416,542,332,1486,1572
417,903,435,1246,1881
418,689,455,1039,1741
419,837,392,1328,1839
420,566,339,1296,1564
421,966,406,1338,1761
422,646,386,1357,1699
423,730,304,1180,1739
424,889,461,1283,1798
425,907,496,1360,1974
426,655,458,1169,1888
427,746,338,1333,1912
428,727,429,1125,1774
429,611,440,1429,1996
430,658,357,1046,1868
431,740,303,1153,1817
432,766,427,1199,1711
433,795,340,1143,1931
434,968,398,1047,1605
435,847,489,1258,1569
436,968,408,1352,1902
437,538,419,1029,1661
438,971,485,1301,1596
439,843,396,1398,1792
440,514,443,1231,1517
441,803,423,1356,1752
442,736,311,1288,1983
443,955,487,1064,1773
444,725,430,1014,1761
445,956,381,1029,1638
446,984,387,1172,1684
447,791,396,1076,1565
448,541,446,1340,1501
449,862,334,1284,1730
450,903,404,1220,1958
451,743,304,1066,1523
452,667,365,1268,1572
453,796,306,1063,1516
454,601,486,1107,1881
455,539,339,1207,1834
456,547,383,1264,1909
457,778,452,1211,1617
458,985,402,1447,1649
459,982,336,1395,1903
460,859,414,1213,1546
461,655,337,1081,1632
462,847,426,1223,1563
463,846,318,1457,1846
464,646,346,1486,1771
465,703,494,1360,1834
466,532,305,1063,1801
467,751,341,1086,1874
468,521,469,1033,1501
469,826,379,1424,1857
470,596,368,1124,1586
471,555,354,1185,1781
472,568,481,1096,1536
473,929,482,1135,1824
474,738,360,1087,1551
475,930,320,1106,1517
476,620,342,1292,1945
477,925,414,1079,1887
478,786,396,1319,1800
479,890,301,1493,1949
480,607,452,1044,1636
481,869,474,1233,1562
482,608,375,1141,1523
483,683,372,1491,1616
484,964,419,1363,1947
485,933,387,1256,1649
486,885,361,1491,1740
487,858,445,1158,1632
488,696,481,1238,1615
489,628,392,1241,1545
490,738,376,1235,1850
491,649,492,1362,1985
492,956,348,1374,1963
493,941,437,1360,1924
494,997,422,1145,1609
495,510,362,1114,1870
496,851,354,1105,1831
497,775,454,1394,1802
498,974,489,1153,1703
499,744,338,1136,1622
500,736,484,1074,1914
501,871,444,1447,1851
502,789,363,1366,1960
503,514,382,1135,1618
504,804,305,1484,1636
505,570,444,1178,1574
506,810,431,1493,1943
507,925,351,1392,1730
508,763,349,1449,1857
509,687,352,1272,1837
510,807,388,1468,1804
511,832,412,1398,1828
512,768,431,1278,1529
513,870,493,1223,1648
514,856,427,1245,1831
515,604,438,1334,1951
516,656,497,1484,1772
517,533,458,1325,1591
518,850,428,1302,1908
519,613,328,1049,1765
520,870,429,1170,1941
521,755,338,1143,1974
522,519,343,1430,1883
523,583,330,1028,1550
524,568,405,1104,1719
525,631,436,1039,1552
526,594,407,1316,1890
527,900,476,1184,1825
528,512,310,1183,1927
529,914,395,1412,1888
530,528,497,1495,1608
531,884,331,1087,1846
532,942,307,1500,1862
533,874,398,1080,1765
534,653,421,1298,1823
535,794,361,1257,1973
536,988,437,1016,1593
537,625,448,1480,1817
538,596,307,1338,1818
539,860,404,1313,1729
540,696,463,1358,1602
541,795,472,1305,1771
542,881,452,1006,1930
543,788,329,1405,1906
544,740,342,1098,1874
545,725,328,1343,1828
546,846,336,1012,1821
547,916,421,1257,1570
548,545,321,1089,1758
549,661,376,1161,1959
550,534,342,1333,1519
551,941,320,1386,1864
552,972,310,1279,1923
553,993,359,1057,1780
554,854,457,1215,1567
555,630,340,1437,1652
556,641,425,1035,1976
557,950,360,1172,1952
558,987,322,1190,1620
559,790,446,1377,1532
560,784,323,1219,1573
561,855,422,1490,1960
562,663,392,1119,1947
563,522,491,1067,1597
564,994,370,1393,1625
565,769,314,1256,1892
566,839,428,1420,1991
567,500,498,1330,1781
568,927,360,1197,1617
569,995,431,1189,1739
570,760,493,1411,1778
571,745,411,1066,1984
572,805,461,1365,1504
573,719,472,1252,1523
574,543,393,1223,1544
575,888,371,1473,1968
576,714,457,1239,1685
577,529,499,1203,1887
578,690,433,1482,1957
579,560,447,1085,1922
580,642,494,1356,1980
581,855,499,1007,1898
582,848,318,1277,1833
583,706,382,1382,1754
584,970,443,1463,1515
585,870,324,1107,1636
586,964,337,1380,1659
587,794,474,1051,1941
588,653,486,1084,1667
589,698,391,1451,1801
590,761,434,1351,1685
591,871,364,1458,1646
592,877,486,1400,1994
593,532,362,1173,1661
594,589,346,1421,1527
595,811,488,1302,1615
596,792,410,1066,1676
597,966,394,1292,1665
598,643,463,1350,1677
599,901,359,1187,1952
600,877,341,1403,1951
601,947,449,1113,1573
602,825,446,1418,1583
603,613,369,1306,1556
604,654,417,1446,1665
605,608,326,1379,1866
606,740,478,1350,1892
607,934,390,1114,1796
608,799,300,1398,1675
609,809,392,1060,1797
610,765,454,1052,1836
611,692,495,1247,1850
612,667,471,1271,1818
613,508,480,1123,1580
614,686,493,1410,1665
615,840,347,1090,1936
616,916,478,1283,1651
617,806,414,1122,1962
618,661,469,1075,1970
619,972,479,1489,1833
620,880,485,1401,1774
621,800,337,1004,1762
622,885,482,1002,1661
623,965,446,1164,1552
624,881,438,1094,1620
625,944,432,1239,1909
626,697,391,1260,1508
627,931,339,1032,1772
628,605,352,1357,1760
629,991,493,1010,1935
630,939,439,1275,1929
631,952,498,1269,1851
632,756,326,1059,1852
633,567,310,1215,1818
634,881,491,1306,1614
635,801,317,1491,1716
636,825,479,1289,1772
637,900,338,1045,1914
638,906,432,1339,1734
639,762,316,1077,1592
640,966,384,1470,1857
641,752,393,1248,1548
642,908,368,1497,1643
643,779,390,1479,1814
644,863,359,1440,1645
645,849,458,1187,1522
646,535,371,1475,1943
647,999,323,1430,1873
648,850,476,1234,1532
649,738,325,1464,1866
650,510,321,1287,1982
651,938,314,1010,1972
652,551,384,1394,1832
653,756,369,1411,1932
654,539,402,1415,1882
655,620,467,1357,1719
656,700,497,1158,1548
657,729,397,1402,1603
658,570,462,1308,1579
659,567,345,1133,1719
660,939,406,1271,1884
661,856,454,1015,1892
662,687,357,1006,1630
663,939,372,1452,1778
664,662,437,1438,1683
665,571,461,1127,1696
666,770,494,1089,1925
667,515,443,1055,1685
668,956,430,1067,1698
669,817,443,1495,1913
670,610,496,1305,1720
671,830,374,1099,1846
672,769,377,1434,1837
673,686,302,1076,1639
674,915,476,1418,1707
675,829,309,1340,1990
676,504,313,1474,1803
677,780,449,1277,1925
678,582,466,1217,1617
679,686,314,1259,1737
680,815,390,1058,1880
681,930,335,1137,1584
682,839,350,1069,1504
683,767,363,1377,1735
684,717,325,1073,1915
685,965,415,1276,1577
686,910,366,1240,1691
687,619,420,1124,1551
688,987,494,1201,1652
689,600,406,1449,1948
690,958,424,1111,1950
691,635,368,1016,1835
692,994,425,1270,1965
693,838,472,1099,1679
694,784,320,1417,1514
695,739,325,1306,1504
696,969,366,1252,1930
697,918,457,1087,1843
698,630,404,1031,1823
699,603,448,1470,1584
700,621,392,1040,1876
701,1000,413,1228,1547
702,751,382,1288,1854
703,890,304,1132,1637
704,937,425,1399,1777
705,570,341,1291,1746
706,788,352,1139,1743
707,939,395,1410,1816
708,560,319,1473,1910
709,729,486,1346,1550
710,790,471,1137,1561
711,563,362,1010,1509
712,672,323,1283,1662
713,709,368,1105,1730
714,779,300,1220,1777
715,611,420,1478,1973
716,791,458,1117,1523
717,729,417,1062,1803
718,527,361,1124,1520
719,987,433,1017,1977
720,636,421,1033,1829
721,743,352,1381,1765
722,764,471,1389,1610
723,736,394,1308,1850
724,867,411,1030,1687
725,875,300,1428,1893
726,681,373,1204,1526
727,521,369,1326,1938
728,648,397,1192,1699
729,928,324,1311,1714
730,852,440,1477,1791
731,979,430,1046,1604
732,922,475,1373,1822
733,711,456,1316,1742
734,663,318,1397,1965
735,520,363,1071,1697
736,995,433,1012,1854
737,758,346,1452,1513
738,637,380,1194,1690
739,766,410,1476,1662
740,991,472,1140,1671
741,765,355,1001,1917
742,610,341,1304,1904
743,811,308,1450,1991
744,751,322,1496,1987
745,927,317,1457,1907
746,773,302,1456,1863
747,760,446,1283,1876
748,503,306,1229,1959
749,916,403,1478,1509
750,507,430,1022,1595
751,522,329,1344,1887
752,809,400,1003,1688
753,994,338,1261,1906
754,906,348,1343,1592
755,649,450,1310,1953
756,884,305,1212,1609
757,904,430,1040,1706
758,853,477,1073,1813
759,538,355,1325,1947
760,617,469,1172,1923
761,769,303,1055,1578
762,943,435,1283,1688
763,601,329,1413,1806
764,644,482,1202,1589
765,677,349,1007,1595
766,761,486,1300,1998
767,610,493,1138,1506
768,828,408,1454,1931
769,602,480,1244,1987
770,986,387,1109,1649
771,856,373,1462,1737
772,718,466,1498,1740
773,768,486,1328,1628
774,939,340,1032,1966
775,695,317,1282,1792
776,565,331,1403,1706
777,680,497,1268,1908
778,950,381,1289,1706
779,950,318,1035,1539
780,797,475,1457,1579
781,671,389,1450,1907
782,806,378,1405,1713
783,758,496,1287,1915
784,587,351,1380,1829
785,516,393,1461,1690
786,554,365,1188,1940
787,863,388,1055,1918
788,572,452,1072,1721
789,587,325,1156,1815
790,855,395,1411,1533
791,734,343,1392,1593
792,750,364,1139,1695
793,662,421,1164,1689
794,579,338,1147,1720
795,590,301,1118,1835
796,694,334,1468,1636
797,542,468,1031,1832
798,770,350,1022,1546
799,883,454,1031,1950
800,695,316,1081,1511
801,544,436,1188,1931
802,970,360,1122,1601
803,962,348,1325,1704
804,868,331,1420,1654
805,588,424,1367,1889
806,630,497,1235,1718
807,659,436,1304,1549
808,875,446,1176,1980
809,612,313,1077,1801
810,501,500,1091,1709
811,503,389,1033,1545
812,673,400,1149,1817
813,858,323,1000,1702
814,739,404,1134,1615
815,667,306,1323,1594
816,507,391,1342,1848
817,668,375,1257,1509
818,811,351,1201,1674
819,837,359,1436,1930
820,611,422,1082,1812
821,831,329,1408,1778
822,636,320,1062,1520
823,664,325,1408,1884
824,505,479,1438,1572
825,839,480,1419,1832
826,545,393,1417,1734
827,943,441,1136,1591
828,643,477,1330,1843
829,506,493,1033,1933
830,875,340,1467,1678
831,824,486,1434,1949
832,626,340,1072,1513
833,836,338,1212,1560
834,531,494,1219,1966
835,900,326,1208,1977
836,741,360,1384,1751
837,519,311,1130,1504
838,579,466,1171,1689
839,917,398,1419,1723
840,894,489,1358,1579
841,713,388,1488,1817
842,883,466,1140,1760
843,660,393,1461,1913
844,568,334,1473,1906
845,649,390,1263,1824
846,538,359,1023,1817
847,549,455,1288,1664
848,529,478,1091,1954
849,905,472,1462,1958
850,525,333,1100,1886
851,620,309,1077,1938
852,890,473,1073,1972
853,584,487,1412,1563
854,899,370,1308,1524
855,856,460,1386,1956
856,745,364,1244,1985
857,834,381,1355,1577
858,542,392,1002,1928
859,880,372,1247,1783
860,617,314,1194,1760
861,528,412,1348,1704
862,916,330,1347,1951
863,660,365,1461,1533
864,780,375,1460,1582
865,976,318,1157,1772
866,945,424,1348,1961
867,938,364,1434,1646
868,742,343,1038,1518
869,636,317,1119,1926
870,502,342,1440,1818
871,745,380,1392,1806
872,843,341,1378,1751
873,520,437,1332,1532
874,896,335,1225,1726
875,679,414,1345,1765
876,681,363,1092,1879
877,950,447,1486,1949
878,744,389,1053,1585
879,805,493,1362,1919
880,831,439,1192,1810
881,714,326,1201,1897
882,537,384,1326,1634
883,586,491,1220,1624
884,767,323,1400,1516
885,854,440,1078,1876
886,963,309,1227,1788
887,962,478,1329,1775
888,693,492,1404,1949
889,600,425,1046,1673
890,770,474,1087,1605
891,870,325,1174,1552
892,795,480,1334,1806
893,576,412,1074,1580
894,718,363,1151,1796
895,581,493,1447,1744
896,578,314,1214,1648
897,713,464,1203,1780
898,746,327,1158,1562
899,682,440,1054,1860
900,655,331,1267,1661
901,500,312,1158,1632
902,579,453,1361,1840
903,880,313,1087,1863
904,751,472,1063,1540
905,882,399,1047,1810
906,691,445,1007,1919
907,855,371,1414,1734
908,671,377,1156,1892
909,722,384,1370,1815
910,563,437,1054,1585
911,581,397,1017,1840
912,722,368,1135,1799
913,770,382,1454,1665
914,851,426,1190,1769
915,860,322,1494,1605
916,723,415,1479,1515
917,930,356,1148,1727
918,524,409,1282,1935
919,601,479,1363,1950
920,959,338,1498,1598
921,797,302,1165,1786
922,816,479,1271,1638
923,742,327,1221,1824
924,566,439,1178,1871
925,503,386,1450,1789
926,660,482,1006,1695
927,507,396,1471,1613
928,750,435,1247,1807
929,582,457,1008,1606
930,944,415,1317,1878
931,948,370,1306,1858
932,724,427,1041,1752
933,521,445,1189,1621
934,666,440,1009,1814
935,553,343,1326,1910
936,615,315,1115,1965
937,974,348,1373,1712
938,666,490,1056,1526
939,876,458,1442,1501
940,867,388,1380,1568
941,535,326,1285,1878
942,992,472,1408,1887
943,989,334,1423,1728
944,735,401,1406,1554
945,944,386,1303,1641
946,711,343,1104,1539
947,594,459,1189,1690
948,502,339,1082,1883
949,811,340,1360,1987
950,782,417,1168,1704
951,834,371,1216,1949
952,561,407,1381,1891
953,614,477,1495,1587
954,611,500,1180,1699
955,730,478,1126,1884
956,996,363,1123,1858
957,822,335,1296,1777
958,757,325,1248,1605
959,811,456,1270,1664
960,570,371,1165,1997
961,815,348,1488,1950
962,799,476,1245,1549
963,518,438,1015,1866
964,888,434,1397,1726
965,639,390,1198,1527
966,540,452,1496,1614
967,948,312,1182,1990
968,592,325,1286,1866
969,761,499,1192,1730
970,673,412,1057,1550
971,687,393,1495,1976
972,695,473,1097,1695
973,828,493,1156,1618
974,662,408,1295,1891
975,821,358,1336,1571
976,860,472,1172,1759
977,552,429,1184,1592
978,841,457,1036,1983
979,873,327,1061,1919
980,782,368,1267,1682
981,586,440,1333,1772
982,710,407,1310,1660
983,526,318,1352,1676
984,869,415,1423,1643
985,764,430,1301,1868
986,770,432,1153,1575
987,943,429,1436,1977
988,535,414,1130,1654
989,665,401,1168,1845
990,580,478,1356,1742
991,753,349,1382,1797
992,970,423,1479,1606
993,661,492,1229,1677
994,861,370,1291,1780
995,911,453,1361,1544
996,634,418,1348,1974
997,809,415,1473,1908
998,549,337,1429,1995
999,759,388,1132,1577
1000,760,428,1375,1912
